value,deletef,delete1,keep,del2,hand,hand_type,hand_desc
5225,384,4572,17820,0,66JT5,1P,PairofSixes
5226,384,3048,5940,0,66JT4,1P,PairofSixes
5227,384,1524,0,0,66JT3,1P,PairofSixes
5228,384,0,0,0,66JT2,1P,PairofSixes
5229,384,7620,53460,157500,66J98,1P,PairofSixes
5230,384,6096,35640,67500,66J97,1P,PairofSixes
5231,384,4572,17820,0,66J95,1P,PairofSixes
5232,384,3048,5940,0,66J94,1P,PairofSixes
5233,384,1524,0,0,66J93,1P,PairofSixes
5234,384,0,0,0,66J92,1P,PairofSixes
5235,384,6096,29700,45000,66J87,1P,PairofSixes
5236,384,4572,17820,0,66J85,1P,PairofSixes
5237,384,3048,5940,0,66J84,1P,PairofSixes
5238,384,1524,0,0,66J83,1P,PairofSixes
5239,384,0,0,0,66J82,1P,PairofSixes
5240,384,4572,11880,0,66J75,1P,PairofSixes
5241,384,3048,5940,0,66J74,1P,PairofSixes
5242,384,1524,0,0,66J73,1P,PairofSixes
5243,384,0,0,0,66J72,1P,PairofSixes
5244,384,3048,0,0,66J54,1P,PairofSixes
5245,384,1524,0,0,66J53,1P,PairofSixes
5246,384,0,0,0,66J52,1P,PairofSixes
5247,384,1524,0,0,66J43,1P,PairofSixes
5248,384,0,0,0,66J42,1P,PairofSixes
5249,384,0,0,0,66J32,1P,PairofSixes
5250,384,6096,35640,90000,66T98,1P,PairofSixes
5251,384,6096,35640,67500,66T97,1P,PairofSixes
5252,384,4572,17820,0,66T95,1P,PairofSixes
5253,384,3048,5940,0,66T94,1P,PairofSixes
5254,384,1524,0,0,66T93,1P,PairofSixes
5255,384,0,0,0,66T92,1P,PairofSixes
5256,384,6096,29700,45000,66T87,1P,PairofSixes
5257,384,4572,17820,0,66T85,1P,PairofSixes
5258,384,3048,5940,0,66T84,1P,PairofSixes
5259,384,1524,0,0,66T83,1P,PairofSixes
5260,384,0,0,0,66T82,1P,PairofSixes
5261,384,4572,11880,0,66T75,1P,PairofSixes
5262,384,3048,5940,0,66T74,1P,PairofSixes
5263,384,1524,0,0,66T73,1P,PairofSixes
5264,384,0,0,0,66T72,1P,PairofSixes
5265,384,3048,0,0,66T54,1P,PairofSixes
5266,384,1524,0,0,66T53,1P,PairofSixes
5267,384,0,0,0,66T52,1P,PairofSixes
5268,384,1524,0,0,66T43,1P,PairofSixes
5269,384,0,0,0,66T42,1P,PairofSixes
5270,384,0,0,0,66T32,1P,PairofSixes
5271,384,4572,17820,22500,66987,1P,PairofSixes
5272,384,4572,17820,0,66985,1P,PairofSixes
5273,384,3048,5940,0,66984,1P,PairofSixes
5274,384,1524,0,0,66983,1P,PairofSixes
5275,384,0,0,0,66982,1P,PairofSixes
5276,384,4572,11880,0,66975,1P,PairofSixes
5277,384,3048,5940,0,66974,1P,PairofSixes
5278,384,1524,0,0,66973,1P,PairofSixes
5279,384,0,0,0,66972,1P,PairofSixes
5280,384,3048,0,0,66954,1P,PairofSixes
5281,384,1524,0,0,66953,1P,PairofSixes
5282,384,0,0,0,66952,1P,PairofSixes
5283,384,1524,0,0,66943,1P,PairofSixes
5284,384,0,0,0,66942,1P,PairofSixes
5285,384,0,0,0,66932,1P,PairofSixes
5286,384,3048,5940,0,66875,1P,PairofSixes
5287,384,3048,5940,0,66874,1P,PairofSixes
5288,384,1524,0,0,66873,1P,PairofSixes
5289,384,0,0,0,66872,1P,PairofSixes
5290,384,3048,0,0,66854,1P,PairofSixes
5291,384,1524,0,0,66853,1P,PairofSixes
5292,384,0,0,0,66852,1P,PairofSixes
5293,384,1524,0,0,66843,1P,PairofSixes
5294,384,0,0,0,66842,1P,PairofSixes
5295,384,0,0,0,66832,1P,PairofSixes
5296,384,1524,0,0,66754,1P,PairofSixes
5297,384,1524,0,0,66753,1P,PairofSixes
5298,384,0,0,0,66752,1P,PairofSixes
5299,384,1524,0,0,66743,1P,PairofSixes
5300,384,0,0,0,66742,1P,PairofSixes
5301,384,0,0,0,66732,1P,PairofSixes
5302,384,0,0,0,66543,1P,PairofSixes
5303,384,0,0,0,66542,1P,PairofSixes
5304,384,0,0,0,66532,1P,PairofSixes
5305,384,0,0,0,66432,1P,PairofSixes
5306,384,13716,207900,1710000,55AKQ,1P,PairofFives
5307,384,12192,166320,1237500,55AKJ,1P,PairofFives
5308,384,10668,124740,765000,55AKT,1P,PairofFives
5309,384,9144,89100,405000,55AK9,1P,PairofFives
5310,384,7620,59400,180000,55AK8,1P,PairofFives
5311,384,6096,35640,45000,55AK7,1P,PairofFives
5312,384,4572,17820,0,55AK6,1P,PairofFives
5313,384,3048,0,0,55AK4,1P,PairofFives
5314,384,1524,0,0,55AK3,1P,PairofFives
5315,384,0,0,0,55AK2,1P,PairofFives
5316,384,12192,166320,1215000,55AQJ,1P,PairofFives
5317,384,10668,124740,765000,55AQT,1P,PairofFives
5318,384,9144,89100,405000,55AQ9,1P,PairofFives
5319,384,7620,59400,180000,55AQ8,1P,PairofFives
5320,384,6096,35640,45000,55AQ7,1P,PairofFives
5321,384,4572,17820,0,55AQ6,1P,PairofFives
5322,384,3048,0,0,55AQ4,1P,PairofFives
5323,384,1524,0,0,55AQ3,1P,PairofFives
5324,384,0,0,0,55AQ2,1P,PairofFives
5325,384,10668,124740,742500,55AJT,1P,PairofFives
5326,384,9144,89100,405000,55AJ9,1P,PairofFives
5327,384,7620,59400,180000,55AJ8,1P,PairofFives
5328,384,6096,35640,45000,55AJ7,1P,PairofFives
5329,384,4572,17820,0,55AJ6,1P,PairofFives
5330,384,3048,0,0,55AJ4,1P,PairofFives
5331,384,1524,0,0,55AJ3,1P,PairofFives
5332,384,0,0,0,55AJ2,1P,PairofFives
5333,384,9144,89100,405000,55AT9,1P,PairofFives
5334,384,7620,59400,180000,55AT8,1P,PairofFives
5335,384,6096,35640,45000,55AT7,1P,PairofFives
5336,384,4572,17820,0,55AT6,1P,PairofFives
5337,384,3048,0,0,55AT4,1P,PairofFives
5338,384,1524,0,0,55AT3,1P,PairofFives
5339,384,0,0,0,55AT2,1P,PairofFives
5340,384,7620,53460,135000,55A98,1P,PairofFives
5341,384,6096,35640,45000,55A97,1P,PairofFives
5342,384,4572,17820,0,55A96,1P,PairofFives
5343,384,3048,0,0,55A94,1P,PairofFives
5344,384,1524,0,0,55A93,1P,PairofFives
5345,384,0,0,0,55A92,1P,PairofFives
5346,384,6096,29700,22500,55A87,1P,PairofFives
5347,384,4572,17820,0,55A86,1P,PairofFives
5348,384,3048,0,0,55A84,1P,PairofFives
5349,384,1524,0,0,55A83,1P,PairofFives
5350,384,0,0,0,55A82,1P,PairofFives
5351,384,4572,11880,0,55A76,1P,PairofFives
5352,384,3048,0,0,55A74,1P,PairofFives
5353,384,1524,0,0,55A73,1P,PairofFives
5354,384,0,0,0,55A72,1P,PairofFives
5355,384,3048,0,0,55A64,1P,PairofFives
5356,384,1524,0,0,55A63,1P,PairofFives
5357,384,0,0,0,55A62,1P,PairofFives
5358,384,0,0,0,55A43,1P,PairofFives
5359,384,0,0,0,55A42,1P,PairofFives
5360,384,0,0,0,55A32,1P,PairofFives
5361,384,12192,160380,1125000,55KQJ,1P,PairofFives
5362,384,10668,124740,787500,55KQT,1P,PairofFives
5363,384,9144,89100,427500,55KQ9,1P,PairofFives
5364,384,7620,59400,202500,55KQ8,1P,PairofFives
5365,384,6096,35640,67500,55KQ7,1P,PairofFives
5366,384,4572,17820,0,55KQ6,1P,PairofFives
5367,384,3048,5940,0,55KQ4,1P,PairofFives
5368,384,1524,0,0,55KQ3,1P,PairofFives
5369,384,0,0,0,55KQ2,1P,PairofFives
5370,384,10668,124740,765000,55KJT,1P,PairofFives
5371,384,9144,89100,427500,55KJ9,1P,PairofFives
5372,384,7620,59400,202500,55KJ8,1P,PairofFives
5373,384,6096,35640,67500,55KJ7,1P,PairofFives
5374,384,4572,17820,0,55KJ6,1P,PairofFives
5375,384,3048,5940,0,55KJ4,1P,PairofFives
5376,384,1524,0,0,55KJ3,1P,PairofFives
5377,384,0,0,0,55KJ2,1P,PairofFives
5378,384,9144,89100,427500,55KT9,1P,PairofFives
5379,384,7620,59400,202500,55KT8,1P,PairofFives
5380,384,6096,35640,67500,55KT7,1P,PairofFives
5381,384,4572,17820,0,55KT6,1P,PairofFives
5382,384,3048,5940,0,55KT4,1P,PairofFives
5383,384,1524,0,0,55KT3,1P,PairofFives
5384,384,0,0,0,55KT2,1P,PairofFives
5385,384,7620,53460,157500,55K98,1P,PairofFives
5386,384,6096,35640,67500,55K97,1P,PairofFives
5387,384,4572,17820,0,55K96,1P,PairofFives
5388,384,3048,5940,0,55K94,1P,PairofFives
5389,384,1524,0,0,55K93,1P,PairofFives
5390,384,0,0,0,55K92,1P,PairofFives
5391,384,6096,29700,45000,55K87,1P,PairofFives
5392,384,4572,17820,0,55K86,1P,PairofFives
5393,384,3048,5940,0,55K84,1P,PairofFives
5394,384,1524,0,0,55K83,1P,PairofFives
5395,384,0,0,0,55K82,1P,PairofFives
5396,384,4572,11880,0,55K76,1P,PairofFives
5397,384,3048,5940,0,55K74,1P,PairofFives
5398,384,1524,0,0,55K73,1P,PairofFives
5399,384,0,0,0,55K72,1P,PairofFives
5400,384,3048,0,0,55K64,1P,PairofFives
5401,384,1524,0,0,55K63,1P,PairofFives
5402,384,0,0,0,55K62,1P,PairofFives
5403,384,1524,0,0,55K43,1P,PairofFives
5404,384,0,0,0,55K42,1P,PairofFives
5405,384,0,0,0,55K32,1P,PairofFives
5406,384,10668,118800,675000,55QJT,1P,PairofFives
5407,384,9144,89100,427500,55QJ9,1P,PairofFives
5408,384,7620,59400,202500,55QJ8,1P,PairofFives
5409,384,6096,35640,67500,55QJ7,1P,PairofFives
5410,384,4572,17820,0,55QJ6,1P,PairofFives
5411,384,3048,5940,0,55QJ4,1P,PairofFives
5412,384,1524,0,0,55QJ3,1P,PairofFives
5413,384,0,0,0,55QJ2,1P,PairofFives
5414,384,9144,89100,427500,55QT9,1P,PairofFives
5415,384,7620,59400,202500,55QT8,1P,PairofFives
5416,384,6096,35640,67500,55QT7,1P,PairofFives
5417,384,4572,17820,0,55QT6,1P,PairofFives
5418,384,3048,5940,0,55QT4,1P,PairofFives
5419,384,1524,0,0,55QT3,1P,PairofFives
5420,384,0,0,0,55QT2,1P,PairofFives
5421,384,7620,53460,157500,55Q98,1P,PairofFives
5422,384,6096,35640,67500,55Q97,1P,PairofFives
5423,384,4572,17820,0,55Q96,1P,PairofFives
5424,384,3048,5940,0,55Q94,1P,PairofFives
5425,384,1524,0,0,55Q93,1P,PairofFives
5426,384,0,0,0,55Q92,1P,PairofFives
5427,384,6096,29700,45000,55Q87,1P,PairofFives
5428,384,4572,17820,0,55Q86,1P,PairofFives
5429,384,3048,5940,0,55Q84,1P,PairofFives
5430,384,1524,0,0,55Q83,1P,PairofFives
5431,384,0,0,0,55Q82,1P,PairofFives
5432,384,4572,11880,0,55Q76,1P,PairofFives
5433,384,3048,5940,0,55Q74,1P,PairofFives
5434,384,1524,0,0,55Q73,1P,PairofFives
5435,384,0,0,0,55Q72,1P,PairofFives
5436,384,3048,0,0,55Q64,1P,PairofFives
5437,384,1524,0,0,55Q63,1P,PairofFives
5438,384,0,0,0,55Q62,1P,PairofFives
5439,384,1524,0,0,55Q43,1P,PairofFives
5440,384,0,0,0,55Q42,1P,PairofFives
5441,384,0,0,0,55Q32,1P,PairofFives
5442,384,9144,83160,360000,55JT9,1P,PairofFives
5443,384,7620,59400,202500,55JT8,1P,PairofFives
5444,384,6096,35640,67500,55JT7,1P,PairofFives
5445,384,4572,17820,0,55JT6,1P,PairofFives
5446,384,3048,5940,0,55JT4,1P,PairofFives
5447,384,1524,0,0,55JT3,1P,PairofFives
5448,384,0,0,0,55JT2,1P,PairofFives
5449,384,7620,53460,157500,55J98,1P,PairofFives
5450,384,6096,35640,67500,55J97,1P,PairofFives
5451,384,4572,17820,0,55J96,1P,PairofFives
5452,384,3048,5940,0,55J94,1P,PairofFives
5453,384,1524,0,0,55J93,1P,PairofFives
5454,384,0,0,0,55J92,1P,PairofFives
5455,384,6096,29700,45000,55J87,1P,PairofFives
5456,384,4572,17820,0,55J86,1P,PairofFives
5457,384,3048,5940,0,55J84,1P,PairofFives
5458,384,1524,0,0,55J83,1P,PairofFives
5459,384,0,0,0,55J82,1P,PairofFives
5460,384,4572,11880,0,55J76,1P,PairofFives
5461,384,3048,5940,0,55J74,1P,PairofFives
5462,384,1524,0,0,55J73,1P,PairofFives
5463,384,0,0,0,55J72,1P,PairofFives
5464,384,3048,0,0,55J64,1P,PairofFives
5465,384,1524,0,0,55J63,1P,PairofFives
5466,384,0,0,0,55J62,1P,PairofFives
5467,384,1524,0,0,55J43,1P,PairofFives
5468,384,0,0,0,55J42,1P,PairofFives
5469,384,0,0,0,55J32,1P,PairofFives
5470,384,7620,53460,157500,55T98,1P,PairofFives
5471,384,6096,35640,67500,55T97,1P,PairofFives
5472,384,4572,17820,0,55T96,1P,PairofFives
5473,384,3048,5940,0,55T94,1P,PairofFives
5474,384,1524,0,0,55T93,1P,PairofFives
5475,384,0,0,0,55T92,1P,PairofFives
5476,384,6096,29700,45000,55T87,1P,PairofFives
5477,384,4572,17820,0,55T86,1P,PairofFives
5478,384,3048,5940,0,55T84,1P,PairofFives
5479,384,1524,0,0,55T83,1P,PairofFives
5480,384,0,0,0,55T82,1P,PairofFives
5481,384,4572,11880,0,55T76,1P,PairofFives
5482,384,3048,5940,0,55T74,1P,PairofFives
5483,384,1524,0,0,55T73,1P,PairofFives
5484,384,0,0,0,55T72,1P,PairofFives
5485,384,3048,0,0,55T64,1P,PairofFives
5486,384,1524,0,0,55T63,1P,PairofFives
5487,384,0,0,0,55T62,1P,PairofFives
5488,384,1524,0,0,55T43,1P,PairofFives
5489,384,0,0,0,55T42,1P,PairofFives
5490,384,0,0,0,55T32,1P,PairofFives
5491,384,4572,17820,22500,55987,1P,PairofFives
5492,384,4572,17820,0,55986,1P,PairofFives
5493,384,3048,5940,0,55984,1P,PairofFives
5494,384,1524,0,0,55983,1P,PairofFives
5495,384,0,0,0,55982,1P,PairofFives
5496,384,4572,11880,0,55976,1P,PairofFives
5497,384,3048,5940,0,55974,1P,PairofFives
5498,384,1524,0,0,55973,1P,PairofFives
5499,384,0,0,0,55972,1P,PairofFives
5500,384,3048,0,0,55964,1P,PairofFives
5501,384,1524,0,0,55963,1P,PairofFives
5502,384,0,0,0,55962,1P,PairofFives
5503,384,1524,0,0,55943,1P,PairofFives
5504,384,0,0,0,55942,1P,PairofFives
5505,384,0,0,0,55932,1P,PairofFives
5506,384,3048,5940,0,55876,1P,PairofFives
5507,384,3048,5940,0,55874,1P,PairofFives
5508,384,1524,0,0,55873,1P,PairofFives
5509,384,0,0,0,55872,1P,PairofFives
5510,384,3048,0,0,55864,1P,PairofFives
5511,384,1524,0,0,55863,1P,PairofFives
5512,384,0,0,0,55862,1P,PairofFives
5513,384,1524,0,0,55843,1P,PairofFives
5514,384,0,0,0,55842,1P,PairofFives
5515,384,0,0,0,55832,1P,PairofFives
5516,384,1524,0,0,55764,1P,PairofFives
5517,384,1524,0,0,55763,1P,PairofFives
5518,384,0,0,0,55762,1P,PairofFives
5519,384,1524,0,0,55743,1P,PairofFives
5520,384,0,0,0,55742,1P,PairofFives
5521,384,0,0,0,55732,1P,PairofFives
5522,384,0,0,0,55643,1P,PairofFives
5523,384,0,0,0,55642,1P,PairofFives
5524,384,0,0,0,55632,1P,PairofFives
5525,384,0,0,0,55432,1P,PairofFives
5526,384,13716,207900,1710000,44AKQ,1P,PairofFours
5527,384,12192,166320,1237500,44AKJ,1P,PairofFours
5528,384,10668,124740,765000,44AKT,1P,PairofFours
5529,384,9144,89100,427500,44AK9,1P,PairofFours
5530,384,7620,59400,180000,44AK8,1P,PairofFours
5531,384,6096,35640,45000,44AK7,1P,PairofFours
5532,384,4572,17820,0,44AK6,1P,PairofFours
5533,384,3048,0,0,44AK5,1P,PairofFours
5534,384,1524,0,0,44AK3,1P,PairofFours
5535,384,0,0,0,44AK2,1P,PairofFours
5536,384,12192,166320,1215000,44AQJ,1P,PairofFours
5537,384,10668,124740,765000,44AQT,1P,PairofFours
5538,384,9144,89100,427500,44AQ9,1P,PairofFours
5539,384,7620,59400,180000,44AQ8,1P,PairofFours
5540,384,6096,35640,45000,44AQ7,1P,PairofFours
5541,384,4572,17820,0,44AQ6,1P,PairofFours
5542,384,3048,0,0,44AQ5,1P,PairofFours
5543,384,1524,0,0,44AQ3,1P,PairofFours
5544,384,0,0,0,44AQ2,1P,PairofFours
5545,384,10668,124740,742500,44AJT,1P,PairofFours
5546,384,9144,89100,427500,44AJ9,1P,PairofFours
5547,384,7620,59400,180000,44AJ8,1P,PairofFours
5548,384,6096,35640,45000,44AJ7,1P,PairofFours
5549,384,4572,17820,0,44AJ6,1P,PairofFours
5550,384,3048,0,0,44AJ5,1P,PairofFours
5551,384,1524,0,0,44AJ3,1P,PairofFours
5552,384,0,0,0,44AJ2,1P,PairofFours
5553,384,9144,89100,405000,44AT9,1P,PairofFours
5554,384,7620,59400,180000,44AT8,1P,PairofFours
5555,384,6096,35640,45000,44AT7,1P,PairofFours
5556,384,4572,17820,0,44AT6,1P,PairofFours
5557,384,3048,0,0,44AT5,1P,PairofFours
5558,384,1524,0,0,44AT3,1P,PairofFours
5559,384,0,0,0,44AT2,1P,PairofFours
5560,384,7620,59400,180000,44A98,1P,PairofFours
5561,384,6096,35640,45000,44A97,1P,PairofFours
5562,384,4572,17820,0,44A96,1P,PairofFours
5563,384,3048,0,0,44A95,1P,PairofFours
5564,384,1524,0,0,44A93,1P,PairofFours
5565,384,0,0,0,44A92,1P,PairofFours
5566,384,6096,29700,22500,44A87,1P,PairofFours
5567,384,4572,17820,0,44A86,1P,PairofFours
5568,384,3048,0,0,44A85,1P,PairofFours
5569,384,1524,0,0,44A83,1P,PairofFours
5570,384,0,0,0,44A82,1P,PairofFours
5571,384,4572,11880,0,44A76,1P,PairofFours
5572,384,3048,0,0,44A75,1P,PairofFours
5573,384,1524,0,0,44A73,1P,PairofFours
5574,384,0,0,0,44A72,1P,PairofFours
5575,384,3048,0,0,44A65,1P,PairofFours
5576,384,1524,0,0,44A63,1P,PairofFours
5577,384,0,0,0,44A62,1P,PairofFours
5578,384,0,0,0,44A53,1P,PairofFours
5579,384,0,0,0,44A52,1P,PairofFours
5580,384,0,0,0,44A32,1P,PairofFours
5581,384,12192,160380,1125000,44KQJ,1P,PairofFours
5582,384,10668,124740,787500,44KQT,1P,PairofFours
5583,384,9144,89100,450000,44KQ9,1P,PairofFours
5584,384,7620,59400,202500,44KQ8,1P,PairofFours
5585,384,6096,35640,67500,44KQ7,1P,PairofFours
5586,384,4572,17820,0,44KQ6,1P,PairofFours
5587,384,3048,5940,0,44KQ5,1P,PairofFours
5588,384,1524,0,0,44KQ3,1P,PairofFours
5589,384,0,0,0,44KQ2,1P,PairofFours
5590,384,10668,124740,765000,44KJT,1P,PairofFours
5591,384,9144,89100,450000,44KJ9,1P,PairofFours
5592,384,7620,59400,202500,44KJ8,1P,PairofFours
5593,384,6096,35640,67500,44KJ7,1P,PairofFours
5594,384,4572,17820,0,44KJ6,1P,PairofFours
5595,384,3048,5940,0,44KJ5,1P,PairofFours
5596,384,1524,0,0,44KJ3,1P,PairofFours
5597,384,0,0,0,44KJ2,1P,PairofFours
5598,384,9144,89100,427500,44KT9,1P,PairofFours
5599,384,7620,59400,202500,44KT8,1P,PairofFours
5600,384,6096,35640,67500,44KT7,1P,PairofFours
5601,384,4572,17820,0,44KT6,1P,PairofFours
5602,384,3048,5940,0,44KT5,1P,PairofFours
5603,384,1524,0,0,44KT3,1P,PairofFours
5604,384,0,0,0,44KT2,1P,PairofFours
5605,384,7620,59400,202500,44K98,1P,PairofFours
5606,384,6096,35640,67500,44K97,1P,PairofFours
5607,384,4572,17820,0,44K96,1P,PairofFours
5608,384,3048,5940,0,44K95,1P,PairofFours
5609,384,1524,0,0,44K93,1P,PairofFours
5610,384,0,0,0,44K92,1P,PairofFours
5611,384,6096,29700,45000,44K87,1P,PairofFours
5612,384,4572,17820,0,44K86,1P,PairofFours
5613,384,3048,5940,0,44K85,1P,PairofFours
5614,384,1524,0,0,44K83,1P,PairofFours
5615,384,0,0,0,44K82,1P,PairofFours
5616,384,4572,11880,0,44K76,1P,PairofFours
5617,384,3048,5940,0,44K75,1P,PairofFours
5618,384,1524,0,0,44K73,1P,PairofFours
5619,384,0,0,0,44K72,1P,PairofFours
5620,384,3048,0,0,44K65,1P,PairofFours
5621,384,1524,0,0,44K63,1P,PairofFours
5622,384,0,0,0,44K62,1P,PairofFours
5623,384,1524,0,0,44K53,1P,PairofFours
5624,384,0,0,0,44K52,1P,PairofFours
5625,384,0,0,0,44K32,1P,PairofFours
5626,384,10668,118800,675000,44QJT,1P,PairofFours
5627,384,9144,89100,450000,44QJ9,1P,PairofFours
5628,384,7620,59400,202500,44QJ8,1P,PairofFours
5629,384,6096,35640,67500,44QJ7,1P,PairofFours
5630,384,4572,17820,0,44QJ6,1P,PairofFours
5631,384,3048,5940,0,44QJ5,1P,PairofFours
5632,384,1524,0,0,44QJ3,1P,PairofFours
5633,384,0,0,0,44QJ2,1P,PairofFours
5634,384,9144,89100,427500,44QT9,1P,PairofFours
5635,384,7620,59400,202500,44QT8,1P,PairofFours
5636,384,6096,35640,67500,44QT7,1P,PairofFours
5637,384,4572,17820,0,44QT6,1P,PairofFours
5638,384,3048,5940,0,44QT5,1P,PairofFours
5639,384,1524,0,0,44QT3,1P,PairofFours
5640,384,0,0,0,44QT2,1P,PairofFours
5641,384,7620,59400,202500,44Q98,1P,PairofFours
5642,384,6096,35640,67500,44Q97,1P,PairofFours
5643,384,4572,17820,0,44Q96,1P,PairofFours
5644,384,3048,5940,0,44Q95,1P,PairofFours
5645,384,1524,0,0,44Q93,1P,PairofFours
5646,384,0,0,0,44Q92,1P,PairofFours
5647,384,6096,29700,45000,44Q87,1P,PairofFours
5648,384,4572,17820,0,44Q86,1P,PairofFours
5649,384,3048,5940,0,44Q85,1P,PairofFours
5650,384,1524,0,0,44Q83,1P,PairofFours
5651,384,0,0,0,44Q82,1P,PairofFours
5652,384,4572,11880,0,44Q76,1P,PairofFours
5653,384,3048,5940,0,44Q75,1P,PairofFours
5654,384,1524,0,0,44Q73,1P,PairofFours
5655,384,0,0,0,44Q72,1P,PairofFours
5656,384,3048,0,0,44Q65,1P,PairofFours
5657,384,1524,0,0,44Q63,1P,PairofFours
5658,384,0,0,0,44Q62,1P,PairofFours
5659,384,1524,0,0,44Q53,1P,PairofFours
5660,384,0,0,0,44Q52,1P,PairofFours
5661,384,0,0,0,44Q32,1P,PairofFours
5662,384,9144,83160,360000,44JT9,1P,PairofFours
5663,384,7620,59400,202500,44JT8,1P,PairofFours
5664,384,6096,35640,67500,44JT7,1P,PairofFours
5665,384,4572,17820,0,44JT6,1P,PairofFours
5666,384,3048,5940,0,44JT5,1P,PairofFours
5667,384,1524,0,0,44JT3,1P,PairofFours
5668,384,0,0,0,44JT2,1P,PairofFours
5669,384,7620,59400,202500,44J98,1P,PairofFours
5670,384,6096,35640,67500,44J97,1P,PairofFours
5671,384,4572,17820,0,44J96,1P,PairofFours
5672,384,3048,5940,0,44J95,1P,PairofFours
5673,384,1524,0,0,44J93,1P,PairofFours
5674,384,0,0,0,44J92,1P,PairofFours
5675,384,6096,29700,45000,44J87,1P,PairofFours
5676,384,4572,17820,0,44J86,1P,PairofFours
5677,384,3048,5940,0,44J85,1P,PairofFours
5678,384,1524,0,0,44J83,1P,PairofFours
5679,384,0,0,0,44J82,1P,PairofFours
5680,384,4572,11880,0,44J76,1P,PairofFours
5681,384,3048,5940,0,44J75,1P,PairofFours
5682,384,1524,0,0,44J73,1P,PairofFours
5683,384,0,0,0,44J72,1P,PairofFours
5684,384,3048,0,0,44J65,1P,PairofFours
5685,384,1524,0,0,44J63,1P,PairofFours
5686,384,0,0,0,44J62,1P,PairofFours
5687,384,1524,0,0,44J53,1P,PairofFours
5688,384,0,0,0,44J52,1P,PairofFours
5689,384,0,0,0,44J32,1P,PairofFours
5690,384,7620,53460,157500,44T98,1P,PairofFours
5691,384,6096,35640,67500,44T97,1P,PairofFours
5692,384,4572,17820,0,44T96,1P,PairofFours
5693,384,3048,5940,0,44T95,1P,PairofFours
5694,384,1524,0,0,44T93,1P,PairofFours
5695,384,0,0,0,44T92,1P,PairofFours
5696,384,6096,29700,45000,44T87,1P,PairofFours
5697,384,4572,17820,0,44T86,1P,PairofFours
5698,384,3048,5940,0,44T85,1P,PairofFours
5699,384,1524,0,0,44T83,1P,PairofFours
5700,384,0,0,0,44T82,1P,PairofFours
5701,384,4572,11880,0,44T76,1P,PairofFours
5702,384,3048,5940,0,44T75,1P,PairofFours
5703,384,1524,0,0,44T73,1P,PairofFours
5704,384,0,0,0,44T72,1P,PairofFours
5705,384,3048,0,0,44T65,1P,PairofFours
5706,384,1524,0,0,44T63,1P,PairofFours
5707,384,0,0,0,44T62,1P,PairofFours
5708,384,1524,0,0,44T53,1P,PairofFours
5709,384,0,0,0,44T52,1P,PairofFours
5710,384,0,0,0,44T32,1P,PairofFours
5711,384,6096,29700,45000,44987,1P,PairofFours
5712,384,4572,17820,0,44986,1P,PairofFours
5713,384,3048,5940,0,44985,1P,PairofFours
5714,384,1524,0,0,44983,1P,PairofFours
5715,384,0,0,0,44982,1P,PairofFours
5716,384,4572,11880,0,44976,1P,PairofFours
5717,384,3048,5940,0,44975,1P,PairofFours
5718,384,1524,0,0,44973,1P,PairofFours
5719,384,0,0,0,44972,1P,PairofFours
5720,384,3048,0,0,44965,1P,PairofFours
5721,384,1524,0,0,44963,1P,PairofFours
5722,384,0,0,0,44962,1P,PairofFours
5723,384,1524,0,0,44953,1P,PairofFours
5724,384,0,0,0,44952,1P,PairofFours
5725,384,0,0,0,44932,1P,PairofFours
5726,384,3048,5940,0,44876,1P,PairofFours
5727,384,3048,5940,0,44875,1P,PairofFours
5728,384,1524,0,0,44873,1P,PairofFours
5729,384,0,0,0,44872,1P,PairofFours
5730,384,3048,0,0,44865,1P,PairofFours
5731,384,1524,0,0,44863,1P,PairofFours
5732,384,0,0,0,44862,1P,PairofFours
5733,384,1524,0,0,44853,1P,PairofFours
5734,384,0,0,0,44852,1P,PairofFours
5735,384,0,0,0,44832,1P,PairofFours
5736,384,1524,0,0,44765,1P,PairofFours
5737,384,1524,0,0,44763,1P,PairofFours
5738,384,0,0,0,44762,1P,PairofFours
5739,384,1524,0,0,44753,1P,PairofFours
5740,384,0,0,0,44752,1P,PairofFours
5741,384,0,0,0,44732,1P,PairofFours
5742,384,0,0,0,44653,1P,PairofFours
5743,384,0,0,0,44652,1P,PairofFours
5744,384,0,0,0,44632,1P,PairofFours
5745,384,0,0,0,44532,1P,PairofFours
5746,384,13716,207900,1710000,33AKQ,1P,PairofTreys
5747,384,12192,166320,1237500,33AKJ,1P,PairofTreys
5748,384,10668,124740,765000,33AKT,1P,PairofTreys
5749,384,9144,89100,427500,33AK9,1P,PairofTreys
5750,384,7620,59400,202500,33AK8,1P,PairofTreys
5751,384,6096,35640,45000,33AK7,1P,PairofTreys
5752,384,4572,17820,0,33AK6,1P,PairofTreys
5753,384,3048,0,0,33AK5,1P,PairofTreys
5754,384,1524,0,0,33AK4,1P,PairofTreys
5755,384,0,0,0,33AK2,1P,PairofTreys
5756,384,12192,166320,1215000,33AQJ,1P,PairofTreys
5757,384,10668,124740,765000,33AQT,1P,PairofTreys
5758,384,9144,89100,427500,33AQ9,1P,PairofTreys
5759,384,7620,59400,202500,33AQ8,1P,PairofTreys
5760,384,6096,35640,45000,33AQ7,1P,PairofTreys
