value,deletef,delete1,keep,del2,hand,hand_type,hand_desc
2143,64,1280,10120,35100,666A8,3K,ThreeSixes
2144,64,1024,6072,11700,666A7,3K,ThreeSixes
2145,64,768,3036,0,666A5,3K,ThreeSixes
2146,64,512,1012,0,666A4,3K,ThreeSixes
2147,64,256,0,0,666A3,3K,ThreeSixes
2148,64,0,0,0,666A2,3K,ThreeSixes
2149,64,2304,36432,323700,666KQ,3K,ThreeSixes
2150,64,2048,28336,218400,666KJ,3K,ThreeSixes
2151,64,1792,21252,132600,666KT,3K,ThreeSixes
2152,64,1536,15180,74100,666K9,3K,ThreeSixes
2153,64,1280,10120,35100,666K8,3K,ThreeSixes
2154,64,1024,6072,11700,666K7,3K,ThreeSixes
2155,64,768,3036,0,666K5,3K,ThreeSixes
2156,64,512,1012,0,666K4,3K,ThreeSixes
2157,64,256,0,0,666K3,3K,ThreeSixes
2158,64,0,0,0,666K2,3K,ThreeSixes
2159,64,2048,28336,214500,666QJ,3K,ThreeSixes
2160,64,1792,21252,132600,666QT,3K,ThreeSixes
2161,64,1536,15180,74100,666Q9,3K,ThreeSixes
2162,64,1280,10120,35100,666Q8,3K,ThreeSixes
2163,64,1024,6072,11700,666Q7,3K,ThreeSixes
2164,64,768,3036,0,666Q5,3K,ThreeSixes
2165,64,512,1012,0,666Q4,3K,ThreeSixes
2166,64,256,0,0,666Q3,3K,ThreeSixes
2167,64,0,0,0,666Q2,3K,ThreeSixes
2168,64,1792,21252,132600,666JT,3K,ThreeSixes
2169,64,1536,15180,74100,666J9,3K,ThreeSixes
2170,64,1280,10120,35100,666J8,3K,ThreeSixes
2171,64,1024,6072,11700,666J7,3K,ThreeSixes
2172,64,768,3036,0,666J5,3K,ThreeSixes
2173,64,512,1012,0,666J4,3K,ThreeSixes
2174,64,256,0,0,666J3,3K,ThreeSixes
2175,64,0,0,0,666J2,3K,ThreeSixes
2176,64,1536,14168,62400,666T9,3K,ThreeSixes
2177,64,1280,10120,35100,666T8,3K,ThreeSixes
2178,64,1024,6072,11700,666T7,3K,ThreeSixes
2179,64,768,3036,0,666T5,3K,ThreeSixes
2180,64,512,1012,0,666T4,3K,ThreeSixes
2181,64,256,0,0,666T3,3K,ThreeSixes
2182,64,0,0,0,666T2,3K,ThreeSixes
2183,64,1280,9108,27300,66698,3K,ThreeSixes
2184,64,1024,6072,11700,66697,3K,ThreeSixes
2185,64,768,3036,0,66695,3K,ThreeSixes
2186,64,512,1012,0,66694,3K,ThreeSixes
2187,64,256,0,0,66693,3K,ThreeSixes
2188,64,0,0,0,66692,3K,ThreeSixes
2189,64,1024,5060,7800,66687,3K,ThreeSixes
2190,64,768,3036,0,66685,3K,ThreeSixes
2191,64,512,1012,0,66684,3K,ThreeSixes
2192,64,256,0,0,66683,3K,ThreeSixes
2193,64,0,0,0,66682,3K,ThreeSixes
2194,64,768,2024,0,66675,3K,ThreeSixes
2195,64,512,1012,0,66674,3K,ThreeSixes
2196,64,256,0,0,66673,3K,ThreeSixes
2197,64,0,0,0,66672,3K,ThreeSixes
2198,64,512,0,0,66654,3K,ThreeSixes
2199,64,256,0,0,66653,3K,ThreeSixes
2200,64,0,0,0,66652,3K,ThreeSixes
2201,64,256,0,0,66643,3K,ThreeSixes
2202,64,0,0,0,66642,3K,ThreeSixes
2203,64,0,0,0,66632,3K,ThreeSixes
2204,64,2560,45540,460200,555AK,3K,ThreeFives
2205,64,2304,36432,323700,555AQ,3K,ThreeFives
2206,64,2048,28336,214500,555AJ,3K,ThreeFives
2207,64,1792,21252,132600,555AT,3K,ThreeFives
2208,64,1536,15180,70200,555A9,3K,ThreeFives
2209,64,1280,10120,31200,555A8,3K,ThreeFives
2210,64,1024,6072,7800,555A7,3K,ThreeFives
2211,64,768,3036,0,555A6,3K,ThreeFives
2212,64,512,0,0,555A4,3K,ThreeFives
2213,64,256,0,0,555A3,3K,ThreeFives
2214,64,0,0,0,555A2,3K,ThreeFives
2215,64,2304,36432,323700,555KQ,3K,ThreeFives
2216,64,2048,28336,218400,555KJ,3K,ThreeFives
2217,64,1792,21252,136500,555KT,3K,ThreeFives
2218,64,1536,15180,74100,555K9,3K,ThreeFives
2219,64,1280,10120,35100,555K8,3K,ThreeFives
2220,64,1024,6072,11700,555K7,3K,ThreeFives
2221,64,768,3036,0,555K6,3K,ThreeFives
2222,64,512,1012,0,555K4,3K,ThreeFives
2223,64,256,0,0,555K3,3K,ThreeFives
2224,64,0,0,0,555K2,3K,ThreeFives
2225,64,2048,28336,214500,555QJ,3K,ThreeFives
2226,64,1792,21252,136500,555QT,3K,ThreeFives
2227,64,1536,15180,74100,555Q9,3K,ThreeFives
2228,64,1280,10120,35100,555Q8,3K,ThreeFives
2229,64,1024,6072,11700,555Q7,3K,ThreeFives
2230,64,768,3036,0,555Q6,3K,ThreeFives
2231,64,512,1012,0,555Q4,3K,ThreeFives
2232,64,256,0,0,555Q3,3K,ThreeFives
2233,64,0,0,0,555Q2,3K,ThreeFives
2234,64,1792,21252,132600,555JT,3K,ThreeFives
2235,64,1536,15180,74100,555J9,3K,ThreeFives
2236,64,1280,10120,35100,555J8,3K,ThreeFives
2237,64,1024,6072,11700,555J7,3K,ThreeFives
2238,64,768,3036,0,555J6,3K,ThreeFives
2239,64,512,1012,0,555J4,3K,ThreeFives
2240,64,256,0,0,555J3,3K,ThreeFives
2241,64,0,0,0,555J2,3K,ThreeFives
2242,64,1536,15180,74100,555T9,3K,ThreeFives
2243,64,1280,10120,35100,555T8,3K,ThreeFives
2244,64,1024,6072,11700,555T7,3K,ThreeFives
2245,64,768,3036,0,555T6,3K,ThreeFives
2246,64,512,1012,0,555T4,3K,ThreeFives
2247,64,256,0,0,555T3,3K,ThreeFives
2248,64,0,0,0,555T2,3K,ThreeFives
2249,64,1280,9108,27300,55598,3K,ThreeFives
2250,64,1024,6072,11700,55597,3K,ThreeFives
2251,64,768,3036,0,55596,3K,ThreeFives
2252,64,512,1012,0,55594,3K,ThreeFives
2253,64,256,0,0,55593,3K,ThreeFives
2254,64,0,0,0,55592,3K,ThreeFives
2255,64,1024,5060,7800,55587,3K,ThreeFives
2256,64,768,3036,0,55586,3K,ThreeFives
2257,64,512,1012,0,55584,3K,ThreeFives
2258,64,256,0,0,55583,3K,ThreeFives
2259,64,0,0,0,55582,3K,ThreeFives
2260,64,768,2024,0,55576,3K,ThreeFives
2261,64,512,1012,0,55574,3K,ThreeFives
2262,64,256,0,0,55573,3K,ThreeFives
2263,64,0,0,0,55572,3K,ThreeFives
2264,64,512,0,0,55564,3K,ThreeFives
2265,64,256,0,0,55563,3K,ThreeFives
2266,64,0,0,0,55562,3K,ThreeFives
2267,64,256,0,0,55543,3K,ThreeFives
2268,64,0,0,0,55542,3K,ThreeFives
2269,64,0,0,0,55532,3K,ThreeFives
2270,64,2560,45540,460200,444AK,3K,ThreeFours
2271,64,2304,36432,323700,444AQ,3K,ThreeFours
2272,64,2048,28336,214500,444AJ,3K,ThreeFours
2273,64,1792,21252,132600,444AT,3K,ThreeFours
2274,64,1536,15180,74100,444A9,3K,ThreeFours
2275,64,1280,10120,31200,444A8,3K,ThreeFours
2276,64,1024,6072,7800,444A7,3K,ThreeFours
2277,64,768,3036,0,444A6,3K,ThreeFours
2278,64,512,0,0,444A5,3K,ThreeFours
2279,64,256,0,0,444A3,3K,ThreeFours
2280,64,0,0,0,444A2,3K,ThreeFours
2281,64,2304,36432,323700,444KQ,3K,ThreeFours
2282,64,2048,28336,218400,444KJ,3K,ThreeFours
2283,64,1792,21252,136500,444KT,3K,ThreeFours
2284,64,1536,15180,78000,444K9,3K,ThreeFours
2285,64,1280,10120,35100,444K8,3K,ThreeFours
2286,64,1024,6072,11700,444K7,3K,ThreeFours
2287,64,768,3036,0,444K6,3K,ThreeFours
2288,64,512,1012,0,444K5,3K,ThreeFours
2289,64,256,0,0,444K3,3K,ThreeFours
2290,64,0,0,0,444K2,3K,ThreeFours
2291,64,2048,28336,214500,444QJ,3K,ThreeFours
2292,64,1792,21252,136500,444QT,3K,ThreeFours
2293,64,1536,15180,78000,444Q9,3K,ThreeFours
2294,64,1280,10120,35100,444Q8,3K,ThreeFours
2295,64,1024,6072,11700,444Q7,3K,ThreeFours
2296,64,768,3036,0,444Q6,3K,ThreeFours
2297,64,512,1012,0,444Q5,3K,ThreeFours
2298,64,256,0,0,444Q3,3K,ThreeFours
2299,64,0,0,0,444Q2,3K,ThreeFours
2300,64,1792,21252,132600,444JT,3K,ThreeFours
2301,64,1536,15180,78000,444J9,3K,ThreeFours
2302,64,1280,10120,35100,444J8,3K,ThreeFours
2303,64,1024,6072,11700,444J7,3K,ThreeFours
2304,64,768,3036,0,444J6,3K,ThreeFours
2305,64,512,1012,0,444J5,3K,ThreeFours
2306,64,256,0,0,444J3,3K,ThreeFours
2307,64,0,0,0,444J2,3K,ThreeFours
2308,64,1536,15180,74100,444T9,3K,ThreeFours
2309,64,1280,10120,35100,444T8,3K,ThreeFours
2310,64,1024,6072,11700,444T7,3K,ThreeFours
2311,64,768,3036,0,444T6,3K,ThreeFours
2312,64,512,1012,0,444T5,3K,ThreeFours
2313,64,256,0,0,444T3,3K,ThreeFours
2314,64,0,0,0,444T2,3K,ThreeFours
2315,64,1280,10120,35100,44498,3K,ThreeFours
2316,64,1024,6072,11700,44497,3K,ThreeFours
2317,64,768,3036,0,44496,3K,ThreeFours
2318,64,512,1012,0,44495,3K,ThreeFours
2319,64,256,0,0,44493,3K,ThreeFours
2320,64,0,0,0,44492,3K,ThreeFours
2321,64,1024,5060,7800,44487,3K,ThreeFours
2322,64,768,3036,0,44486,3K,ThreeFours
2323,64,512,1012,0,44485,3K,ThreeFours
2324,64,256,0,0,44483,3K,ThreeFours
2325,64,0,0,0,44482,3K,ThreeFours
2326,64,768,2024,0,44476,3K,ThreeFours
2327,64,512,1012,0,44475,3K,ThreeFours
2328,64,256,0,0,44473,3K,ThreeFours
2329,64,0,0,0,44472,3K,ThreeFours
2330,64,512,0,0,44465,3K,ThreeFours
2331,64,256,0,0,44463,3K,ThreeFours
2332,64,0,0,0,44462,3K,ThreeFours
2333,64,256,0,0,44453,3K,ThreeFours
2334,64,0,0,0,44452,3K,ThreeFours
2335,64,0,0,0,44432,3K,ThreeFours
2336,64,2560,45540,460200,333AK,3K,ThreeTreys
2337,64,2304,36432,323700,333AQ,3K,ThreeTreys
2338,64,2048,28336,214500,333AJ,3K,ThreeTreys
2339,64,1792,21252,132600,333AT,3K,ThreeTreys
2340,64,1536,15180,74100,333A9,3K,ThreeTreys
2341,64,1280,10120,35100,333A8,3K,ThreeTreys
2342,64,1024,6072,7800,333A7,3K,ThreeTreys
2343,64,768,3036,0,333A6,3K,ThreeTreys
2344,64,512,0,0,333A5,3K,ThreeTreys
2345,64,256,0,0,333A4,3K,ThreeTreys
2346,64,0,0,0,333A2,3K,ThreeTreys
2347,64,2304,36432,323700,333KQ,3K,ThreeTreys
2348,64,2048,28336,218400,333KJ,3K,ThreeTreys
2349,64,1792,21252,136500,333KT,3K,ThreeTreys
2350,64,1536,15180,78000,333K9,3K,ThreeTreys
2351,64,1280,10120,39000,333K8,3K,ThreeTreys
2352,64,1024,6072,11700,333K7,3K,ThreeTreys
2353,64,768,3036,0,333K6,3K,ThreeTreys
2354,64,512,1012,0,333K5,3K,ThreeTreys
2355,64,256,0,0,333K4,3K,ThreeTreys
2356,64,0,0,0,333K2,3K,ThreeTreys
2357,64,2048,28336,214500,333QJ,3K,ThreeTreys
2358,64,1792,21252,136500,333QT,3K,ThreeTreys
2359,64,1536,15180,78000,333Q9,3K,ThreeTreys
2360,64,1280,10120,39000,333Q8,3K,ThreeTreys
2361,64,1024,6072,11700,333Q7,3K,ThreeTreys
2362,64,768,3036,0,333Q6,3K,ThreeTreys
2363,64,512,1012,0,333Q5,3K,ThreeTreys
2364,64,256,0,0,333Q4,3K,ThreeTreys
2365,64,0,0,0,333Q2,3K,ThreeTreys
2366,64,1792,21252,132600,333JT,3K,ThreeTreys
2367,64,1536,15180,78000,333J9,3K,ThreeTreys
2368,64,1280,10120,39000,333J8,3K,ThreeTreys
2369,64,1024,6072,11700,333J7,3K,ThreeTreys
2370,64,768,3036,0,333J6,3K,ThreeTreys
2371,64,512,1012,0,333J5,3K,ThreeTreys
2372,64,256,0,0,333J4,3K,ThreeTreys
2373,64,0,0,0,333J2,3K,ThreeTreys
2374,64,1536,15180,74100,333T9,3K,ThreeTreys
2375,64,1280,10120,39000,333T8,3K,ThreeTreys
2376,64,1024,6072,11700,333T7,3K,ThreeTreys
2377,64,768,3036,0,333T6,3K,ThreeTreys
2378,64,512,1012,0,333T5,3K,ThreeTreys
2379,64,256,0,0,333T4,3K,ThreeTreys
2380,64,0,0,0,333T2,3K,ThreeTreys
2381,64,1280,10120,35100,33398,3K,ThreeTreys
2382,64,1024,6072,11700,33397,3K,ThreeTreys
2383,64,768,3036,0,33396,3K,ThreeTreys
2384,64,512,1012,0,33395,3K,ThreeTreys
2385,64,256,0,0,33394,3K,ThreeTreys
2386,64,0,0,0,33392,3K,ThreeTreys
2387,64,1024,6072,11700,33387,3K,ThreeTreys
2388,64,768,3036,0,33386,3K,ThreeTreys
2389,64,512,1012,0,33385,3K,ThreeTreys
2390,64,256,0,0,33384,3K,ThreeTreys
2391,64,0,0,0,33382,3K,ThreeTreys
2392,64,768,2024,0,33376,3K,ThreeTreys
2393,64,512,1012,0,33375,3K,ThreeTreys
2394,64,256,0,0,33374,3K,ThreeTreys
2395,64,0,0,0,33372,3K,ThreeTreys
2396,64,512,0,0,33365,3K,ThreeTreys
2397,64,256,0,0,33364,3K,ThreeTreys
2398,64,0,0,0,33362,3K,ThreeTreys
2399,64,256,0,0,33354,3K,ThreeTreys
2400,64,0,0,0,33352,3K,ThreeTreys
2401,64,0,0,0,33342,3K,ThreeTreys
2402,64,2560,45540,460200,222AK,3K,ThreeDeuces
2403,64,2304,36432,323700,222AQ,3K,ThreeDeuces
2404,64,2048,28336,214500,222AJ,3K,ThreeDeuces
2405,64,1792,21252,132600,222AT,3K,ThreeDeuces
2406,64,1536,15180,74100,222A9,3K,ThreeDeuces
2407,64,1280,10120,35100,222A8,3K,ThreeDeuces
2408,64,1024,6072,11700,222A7,3K,ThreeDeuces
2409,64,768,3036,0,222A6,3K,ThreeDeuces
2410,64,512,0,0,222A5,3K,ThreeDeuces
2411,64,256,0,0,222A4,3K,ThreeDeuces
2412,64,0,0,0,222A3,3K,ThreeDeuces
2413,64,2304,36432,323700,222KQ,3K,ThreeDeuces
2414,64,2048,28336,218400,222KJ,3K,ThreeDeuces
2415,64,1792,21252,136500,222KT,3K,ThreeDeuces
2416,64,1536,15180,78000,222K9,3K,ThreeDeuces
2417,64,1280,10120,39000,222K8,3K,ThreeDeuces
2418,64,1024,6072,15600,222K7,3K,ThreeDeuces
2419,64,768,3036,0,222K6,3K,ThreeDeuces
2420,64,512,1012,0,222K5,3K,ThreeDeuces
2421,64,256,0,0,222K4,3K,ThreeDeuces
2422,64,0,0,0,222K3,3K,ThreeDeuces
2423,64,2048,28336,214500,222QJ,3K,ThreeDeuces
2424,64,1792,21252,136500,222QT,3K,ThreeDeuces
2425,64,1536,15180,78000,222Q9,3K,ThreeDeuces
2426,64,1280,10120,39000,222Q8,3K,ThreeDeuces
2427,64,1024,6072,15600,222Q7,3K,ThreeDeuces
2428,64,768,3036,0,222Q6,3K,ThreeDeuces
2429,64,512,1012,0,222Q5,3K,ThreeDeuces
2430,64,256,0,0,222Q4,3K,ThreeDeuces
2431,64,0,0,0,222Q3,3K,ThreeDeuces
2432,64,1792,21252,132600,222JT,3K,ThreeDeuces
2433,64,1536,15180,78000,222J9,3K,ThreeDeuces
2434,64,1280,10120,39000,222J8,3K,ThreeDeuces
2435,64,1024,6072,15600,222J7,3K,ThreeDeuces
2436,64,768,3036,0,222J6,3K,ThreeDeuces
2437,64,512,1012,0,222J5,3K,ThreeDeuces
2438,64,256,0,0,222J4,3K,ThreeDeuces
2439,64,0,0,0,222J3,3K,ThreeDeuces
2440,64,1536,15180,74100,222T9,3K,ThreeDeuces
2441,64,1280,10120,39000,222T8,3K,ThreeDeuces
2442,64,1024,6072,15600,222T7,3K,ThreeDeuces
2443,64,768,3036,0,222T6,3K,ThreeDeuces
2444,64,512,1012,0,222T5,3K,ThreeDeuces
2445,64,256,0,0,222T4,3K,ThreeDeuces
2446,64,0,0,0,222T3,3K,ThreeDeuces
2447,64,1280,10120,35100,22298,3K,ThreeDeuces
2448,64,1024,6072,15600,22297,3K,ThreeDeuces
2449,64,768,3036,0,22296,3K,ThreeDeuces
2450,64,512,1012,0,22295,3K,ThreeDeuces
2451,64,256,0,0,22294,3K,ThreeDeuces
2452,64,0,0,0,22293,3K,ThreeDeuces
2453,64,1024,6072,11700,22287,3K,ThreeDeuces
2454,64,768,3036,0,22286,3K,ThreeDeuces
2455,64,512,1012,0,22285,3K,ThreeDeuces
2456,64,256,0,0,22284,3K,ThreeDeuces
2457,64,0,0,0,22283,3K,ThreeDeuces
2458,64,768,3036,0,22276,3K,ThreeDeuces
2459,64,512,1012,0,22275,3K,ThreeDeuces
2460,64,256,0,0,22274,3K,ThreeDeuces
2461,64,0,0,0,22273,3K,ThreeDeuces
2462,64,512,0,0,22265,3K,ThreeDeuces
2463,64,256,0,0,22264,3K,ThreeDeuces
2464,64,0,0,0,22263,3K,ThreeDeuces
2465,64,256,0,0,22254,3K,ThreeDeuces
2466,64,0,0,0,22253,3K,ThreeDeuces
2467,64,0,0,0,22243,3K,ThreeDeuces
2468,144,5976,117072,1426608,AAKKQ,2P,AcesandKings
2469,144,5400,97200,1102032,AAKKJ,2P,AcesandKings
2470,144,4824,77328,777456,AAKKT,2P,AcesandKings
2471,144,4248,59724,523656,AAKK9,2P,AcesandKings
2472,144,3672,44388,331956,AAKK8,2P,AcesandKings
2473,144,3096,31320,193680,AAKK7,2P,AcesandKings
2474,144,2520,20520,100152,AAKK6,2P,AcesandKings
2475,144,1944,11988,34020,AAKK5,2P,AcesandKings
2476,144,1368,5724,12636,AAKK4,2P,AcesandKings
2477,144,792,1728,1296,AAKK3,2P,AcesandKings
2478,144,216,0,0,AAKK2,2P,AcesandKings
2479,144,5760,108432,1266336,AAQQK,2P,AcesandQueens
2480,144,5400,97200,1093356,AAQQJ,2P,AcesandQueens
2481,144,4824,77328,777456,AAQQT,2P,AcesandQueens
2482,144,4248,59724,523656,AAQQ9,2P,AcesandQueens
2483,144,3672,44388,331956,AAQQ8,2P,AcesandQueens
2484,144,3096,31320,193680,AAQQ7,2P,AcesandQueens
2485,144,2520,20520,100152,AAQQ6,2P,AcesandQueens
2486,144,1944,11988,34020,AAQQ5,2P,AcesandQueens
2487,144,1368,5724,12636,AAQQ4,2P,AcesandQueens
2488,144,792,1728,1296,AAQQ3,2P,AcesandQueens
2489,144,216,0,0,AAQQ2,2P,AcesandQueens
2490,144,5760,107568,1239552,AAJJK,2P,AcesandJacks
2491,144,5184,89424,961164,AAJJQ,2P,AcesandJacks
2492,144,4824,77328,768780,AAJJT,2P,AcesandJacks
2493,144,4248,59724,523656,AAJJ9,2P,AcesandJacks
2494,144,3672,44388,331956,AAJJ8,2P,AcesandJacks
2495,144,3096,31320,193680,AAJJ7,2P,AcesandJacks
2496,144,2520,20520,100152,AAJJ6,2P,AcesandJacks
2497,144,1944,11988,34020,AAJJ5,2P,AcesandJacks
2498,144,1368,5724,12636,AAJJ4,2P,AcesandJacks
2499,144,792,1728,1296,AAJJ3,2P,AcesandJacks
2500,144,216,0,0,AAJJ2,2P,AcesandJacks
2501,144,5760,106704,1212768,AATTK,2P,AcesandTens
2502,144,5184,88560,934380,AATTQ,2P,AcesandTens
2503,144,4608,70416,664668,AATTJ,2P,AcesandTens
2504,144,4248,59724,514980,AATT9,2P,AcesandTens
2505,144,3672,44388,331956,AATT8,2P,AcesandTens
2506,144,3096,31320,193680,AATT7,2P,AcesandTens
2507,144,2520,20520,100152,AATT6,2P,AcesandTens
2508,144,1944,11988,34020,AATT5,2P,AcesandTens
2509,144,1368,5724,12636,AATT4,2P,AcesandTens
2510,144,792,1728,1296,AATT3,2P,AcesandTens
2511,144,216,0,0,AATT2,2P,AcesandTens
2512,144,5760,108108,1243368,AA99K,2P,AcesandNines
2513,144,5184,87696,907596,AA99Q,2P,AcesandNines
2514,144,4608,69552,641232,AA99J,2P,AcesandNines
2515,144,4032,53676,435600,AA99T,2P,AcesandNines
2516,144,3672,44388,323280,AA998,2P,AcesandNines
2517,144,3096,31320,193680,AA997,2P,AcesandNines
2518,144,2520,20520,100152,AA996,2P,AcesandNines
2519,144,1944,11988,34020,AA995,2P,AcesandNines
2520,144,1368,5724,12636,AA994,2P,AcesandNines
2521,144,792,1728,1296,AA993,2P,AcesandNines
2522,144,216,0,0,AA992,2P,AcesandNines
2523,144,5760,107244,1213236,AA88K,2P,AcesandEights
2524,144,5184,86832,880812,AA88Q,2P,AcesandEights
2525,144,4608,68688,617796,AA88J,2P,AcesandEights
2526,144,4032,52812,415512,AA88T,2P,AcesandEights
2527,144,3456,39204,265284,AA889,2P,AcesandEights
2528,144,3096,31320,185004,AA887,2P,AcesandEights
2529,144,2520,20520,100152,AA886,2P,AcesandEights
2530,144,1944,11988,34020,AA885,2P,AcesandEights
2531,144,1368,5724,12636,AA884,2P,AcesandEights
2532,144,792,1728,1296,AA883,2P,AcesandEights
2533,144,216,0,0,AA882,2P,AcesandEights
2534,144,5760,106380,1183104,AA77K,2P,AcesandSevens
2535,144,5184,85968,862704,AA77Q,2P,AcesandSevens
2536,144,4608,67824,594360,AA77J,2P,AcesandSevens
2537,144,4032,51948,395424,AA77T,2P,AcesandSevens
2538,144,3456,38340,248544,AA779,2P,AcesandSevens
2539,144,2880,27000,145044,AA778,2P,AcesandSevens
2540,144,2520,20520,91476,AA776,2P,AcesandSevens
2541,144,1944,11988,34020,AA775,2P,AcesandSevens
2542,144,1368,5724,12636,AA774,2P,AcesandSevens
2543,144,792,1728,1296,AA773,2P,AcesandSevens
2544,144,216,0,0,AA772,2P,AcesandSevens
2545,144,5760,105516,1152972,AA66K,2P,AcesandSixes
2546,144,5184,85104,835920,AA66Q,2P,AcesandSixes
2547,144,4608,66960,579600,AA66J,2P,AcesandSixes
2548,144,4032,51084,375336,AA66T,2P,AcesandSixes
2549,144,3456,37476,231804,AA669,2P,AcesandSixes
2550,144,2880,26136,131652,AA668,2P,AcesandSixes
2551,144,2304,17064,66204,AA667,2P,AcesandSixes
2552,144,1944,11988,34020,AA665,2P,AcesandSixes
2553,144,1368,5724,12636,AA664,2P,AcesandSixes
2554,144,792,1728,1296,AA663,2P,AcesandSixes
2555,144,216,0,0,AA662,2P,AcesandSixes
2556,144,5760,104652,1114164,AA55K,2P,AcesandFives
2557,144,5184,84240,800460,AA55Q,2P,AcesandFives
2558,144,4608,66096,547488,AA55J,2P,AcesandFives
2559,144,4032,50220,355248,AA55T,2P,AcesandFives
2560,144,3456,36612,206388,AA559,2P,AcesandFives
2561,144,2880,25272,109584,AA558,2P,AcesandFives
2562,144,2304,16200,47484,AA557,2P,AcesandFives
2563,144,1728,9396,20088,AA556,2P,AcesandFives
2564,144,1368,3456,2592,AA554,2P,AcesandFives
2565,144,792,1728,1296,AA553,2P,AcesandFives
2566,144,216,0,0,AA552,2P,AcesandFives
2567,144,5760,103788,1084032,AA44K,2P,AcesandFours
2568,144,5184,83376,773676,AA44Q,2P,AcesandFours
2569,144,4608,65232,524052,AA44J,2P,AcesandFours
2570,144,4032,49356,335160,AA44T,2P,AcesandFours
2571,144,3456,35748,198324,AA449,2P,AcesandFours
2572,144,2880,24408,96192,AA448,2P,AcesandFours
2573,144,2304,15336,37440,AA447,2P,AcesandFours
2574,144,1728,8532,13392,AA446,2P,AcesandFours
2575,144,1152,1728,0,AA445,2P,AcesandFours
2576,144,792,1728,1296,AA443,2P,AcesandFours
2577,144,216,0,0,AA442,2P,AcesandFours
2578,144,5760,102924,1053900,AA33K,2P,AcesandTreys
2579,144,5184,82512,746892,AA33Q,2P,AcesandTreys
2580,144,4608,64368,500616,AA33J,2P,AcesandTreys
2581,144,4032,48492,315072,AA33T,2P,AcesandTreys
2582,144,3456,34884,181584,AA339,2P,AcesandTreys
2583,144,2880,23544,91476,AA338,2P,AcesandTreys
2584,144,2304,14472,27396,AA337,2P,AcesandTreys
2585,144,1728,7668,6696,AA336,2P,AcesandTreys
2586,144,1152,864,0,AA335,2P,AcesandTreys
2587,144,576,864,0,AA334,2P,AcesandTreys
2588,144,216,0,0,AA332,2P,AcesandTreys
2589,144,5760,102060,1023768,AA22K,2P,AcesandDeuces
2590,144,5184,81648,720108,AA22Q,2P,AcesandDeuces
2591,144,4608,63504,477180,AA22J,2P,AcesandDeuces
2592,144,4032,47628,294984,AA22T,2P,AcesandDeuces
2593,144,3456,34020,164844,AA229,2P,AcesandDeuces
2594,144,2880,22680,78084,AA228,2P,AcesandDeuces
2595,144,2304,13608,26028,AA227,2P,AcesandDeuces
2596,144,1728,6804,0,AA226,2P,AcesandDeuces
2597,144,1152,0,0,AA225,2P,AcesandDeuces
2598,144,576,0,0,AA224,2P,AcesandDeuces
2599,144,0,0,0,AA223,2P,AcesandDeuces
2600,144,5760,108432,1266336,KKQQA,2P,KingsandQueens
2601,144,5400,94932,1031256,KKQQJ,2P,KingsandQueens
2602,144,4824,77328,777456,KKQQT,2P,KingsandQueens
2603,144,4248,59724,523656,KKQQ9,2P,KingsandQueens
2604,144,3672,44388,331956,KKQQ8,2P,KingsandQueens
2605,144,3096,31320,193680,KKQQ7,2P,KingsandQueens
2606,144,2520,20520,100152,KKQQ6,2P,KingsandQueens
2607,144,1944,11988,42696,KKQQ5,2P,KingsandQueens
2608,144,1368,5724,12636,KKQQ4,2P,KingsandQueens
2609,144,792,1728,1296,KKQQ3,2P,KingsandQueens
2610,144,216,0,0,KKQQ2,2P,KingsandQueens
2611,144,5760,107568,1239552,KKJJA,2P,KingsandJacks
2612,144,5184,87156,902412,KKJJQ,2P,KingsandJacks
2613,144,4824,77328,768780,KKJJT,2P,KingsandJacks
2614,144,4248,59724,523656,KKJJ9,2P,KingsandJacks
2615,144,3672,44388,331956,KKJJ8,2P,KingsandJacks
2616,144,3096,31320,193680,KKJJ7,2P,KingsandJacks
2617,144,2520,20520,100152,KKJJ6,2P,KingsandJacks
2618,144,1944,11988,42696,KKJJ5,2P,KingsandJacks
2619,144,1368,5724,12636,KKJJ4,2P,KingsandJacks
2620,144,792,1728,1296,KKJJ3,2P,KingsandJacks
2621,144,216,0,0,KKJJ2,2P,KingsandJacks
2622,144,5760,106704,1212768,KKTTA,2P,KingsandTens
2623,144,5184,86292,878976,KKTTQ,2P,KingsandTens
2624,144,4608,70416,664668,KKTTJ,2P,KingsandTens
2625,144,4248,59724,514980,KKTT9,2P,KingsandTens
2626,144,3672,44388,331956,KKTT8,2P,KingsandTens
2627,144,3096,31320,193680,KKTT7,2P,KingsandTens
2628,144,2520,20520,100152,KKTT6,2P,KingsandTens
2629,144,1944,11988,42696,KKTT5,2P,KingsandTens
2630,144,1368,5724,12636,KKTT4,2P,KingsandTens
2631,144,792,1728,1296,KKTT3,2P,KingsandTens
2632,144,216,0,0,KKTT2,2P,KingsandTens
2633,144,5760,108108,1243368,KK99A,2P,KingsandNines
2634,144,5184,85428,855540,KK99Q,2P,KingsandNines
2635,144,4608,69552,641232,KK99J,2P,KingsandNines
2636,144,4032,53676,435600,KK99T,2P,KingsandNines
2637,144,3672,44388,323280,KK998,2P,KingsandNines
2638,144,3096,31320,193680,KK997,2P,KingsandNines
2639,144,2520,20520,100152,KK996,2P,KingsandNines
2640,144,1944,11988,42696,KK995,2P,KingsandNines
2641,144,1368,5724,12636,KK994,2P,KingsandNines
